codigo;nome;tipo;descricao
1911090200000000;"Multas e Juros Previstos em Contratos - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1911090300000000;"Multas e Juros Previstos em Contratos - Dívida Ativa";A;"Vide descrição do código de receita principal."
1911090400000000;"Multas e Juros Previstos em Contratos - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1911090500000000;"Multas e Juros Previstos em Contratos - Multas";A;"Vide descrição do código de receita principal."
1911090600000000;"Multas e Juros Previstos em Contratos - Juros de Mora";A;"Vide descrição do código de receita principal."
1911090700000000;"Multas e Juros Previstos em Contratos - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1911090800000000;"Multas e Juros Previstos em Contratos - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1911100000000000;"Multas Previstas na Legislação sobre Regime de Previdˆncia Privada Complementar";S;"Registra receitas decorrentes de multas aplicadas pelo descumprimento da obrigatoriedade de que trata a legislação sobre regime de previdˆncia privada complementar."
1911100100000000;"Multas Previstas na Legislação sobre Regime de Previdˆncia Privada Complementar - Principal";A;"Vide descrição do código de receita principal."
1911100200000000;"Multas Previstas na Legislação sobre Regime de Previdˆncia Privada Complementar - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1911100300000000;"Multas Previstas na Legislação sobre Regime de Previdˆncia Privada Complementar - Dívida Ativa";A;"Vide descrição do código de receita principal."
1911100400000000;"Multas Previstas na Legislação sobre Regime de Previdˆncia Privada Complementar - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1911100500000000;"Multas Previstas na Legislação sobre Regime de Previdˆncia Privada Complementar - Multas";A;"Vide descrição do código de receita principal."
1911100600000000;"Multas Previstas na Legislação sobre Regime de Previdˆncia Privada Complementar - Juros de Mora";A;"Vide descrição do código de receita principal."
1911100700000000;"Multas Previstas na Legislação sobre Regime de Previdˆncia Privada Complementar - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1911100800000000;"Multas Previstas na Legislação sobre Regime de Previdˆncia Privada Complementar - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1911110000000000;"Multa por Descumprimento de Obrigação Previdenciária Acessória";X;""Registra as receitas decorrentes da inobservƒncia ou descumprimento de obrigações acessórias previstas na legislação previdenciária, tais como multas relacionadas ao atraso no envio de informações da Guia de Recolhimento do Fundo de Garantia por Tempo de Serviço e Informações à Previdˆncia Social - GFIP"
1911110100000000;"Multa por Descumprimento de Obrigação Previdenciária Acessória - Principal";A;"Vide descrição do código de receita principal."
1911110200000000;"Multa por Descumprimento de Obrigação Previdenciária Acessória - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1911110300000000;"Multa por Descumprimento de Obrigação Previdenciária Acessória - Dívida Ativa";A;"Vide descrição do código de receita principal."
1911110400000000;"Multa por Descumprimento de Obrigação Previdenciária Acessória - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1911110500000000;"Multa por Descumprimento de Obrigação Previdenciária Acessória - Multas";A;"Vide descrição do código de receita principal."
1911110600000000;"Multa por Descumprimento de Obrigação Previdenciária Acessória - Juros de Mora";A;"Vide descrição do código de receita principal."
1911110700000000;"Multa por Descumprimento de Obrigação Previdenciária Acessória - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1911110800000000;"Multa por Descumprimento de Obrigação Previdenciária Acessória - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1911120000000000;"Multas Previstas na Legislação Antidrogas";S;"Registra as receitas que se originaram de multas por infração às normas de controle e fiscalização sobre produtos químicos que direta ou indiretamente possam ser destinados à elaboração ilícita de substƒncias entorpecentes, psicotrópicas ou que determinem dependˆncia física ou psíquica."
1911120100000000;"Multas Previstas na Legislação Antidrogas - Principal";A;"Vide descrição do código de receita principal."
1911120200000000;"Multas Previstas na Legislação Antidrogas - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1911120300000000;"Multas Previstas na Legislação Antidrogas - Dívida Ativa";A;"Vide descrição do código de receita principal."
1911120400000000;"Multas Previstas na Legislação Antidrogas - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1911120500000000;"Multas Previstas na Legislação Antidrogas - Multas";A;"Vide descrição do código de receita principal."
1911120600000000;"Multas Previstas na Legislação Antidrogas - Juros de Mora";A;"Vide descrição do código de receita principal."
1911120700000000;"Multas Previstas na Legislação Antidrogas - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1911120800000000;"Multas Previstas na Legislação Antidrogas - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1911130000000000;"Multas Previstas na Legislação Anticorrupção";S;"Agrega as receitas que se originaram de multas por infrações cometidas por pessoas jurídicas consideradas responsáveis pelos atos lesivos previstos na Lei n§ 12.846, de 2013."
1911131000000000;"Multas da Legislação Anticorrupção Oriundas de Processos Administrativos de Responsabilização";S;"Registra as receitas que se originaram de multas por infração cometidas por pessoas jurídicas consideradas responsáveis pelos atos lesivos previstos na Lei n§ 12.846, de 2013, aplicadas através de Processo Administrativo de Responsabilização - PAR, conforme Art. 6§, inciso I da mencionada lei."
1911131100000000;"Multas da Legislação Anticorrupção Oriundas de Processos Administrativos de Responsabilização - Principal";A;"Vide descrição do código de receita principal."
1911131200000000;"Multas da Legislação Anticorrupção Oriundas de Processos Administrativos de Responsabilização - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1911131300000000;"Multas da Legislação Anticorrupção Oriundas de Processos Administrativos de Responsabilização - Dívida Ativa";A;"Vide descrição do código de receita principal."
1911131400000000;"Multas da Legislação Anticorrupção Oriundas de Processos Administrativos de Responsabilização - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1911131500000000;"Multas da Legislação Anticorrupção Oriundas de Processos Administrativos de Responsabilização - Multas";A;"Vide descrição do código de receita principal."
1911131600000000;"Multas da Legislação Anticorrupção Oriundas de Processos Administrativos de Responsabilização - Juros de Mora";A;"Vide descrição do código de receita principal."
1911131700000000;"Multas da Legislação Anticorrupção Oriundas de Processos Administrativos de Responsabilização - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1911131800000000;"Multas da Legislação Anticorrupção Oriundas de Processos Administrativos de Responsabilização - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1911132000000000;"Multas da Legislação Anticorrupção Oriundas de Acordos de Leniˆncia";S;"Registra as receitas que se originaram de multas por infração cometidas por pessoas jurídicas consideradas responsáveis pelos atos lesivos previstos na Lei n§ 12.846, de 2013, aplicadas através do Acordo de Leniˆncia previsto no õ2§ do art. 16 da Lei n§ 12.846, de 2013."
1911132100000000;"Multas da Legislação Anticorrupção Oriundas de Acordos de Leniˆncia - Principal";A;"Vide descrição do código de receita principal."
1911132200000000;"Multas da Legislação Anticorrupção Oriundas de Acordos de Leniˆncia - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1911132300000000;"Multas da Legislação Anticorrupção Oriundas de Acordos de Leniˆncia - Dívida Ativa";A;"Vide descrição do código de receita principal."
1911132400000000;"Multas da Legislação Anticorrupção Oriundas de Acordos de Leniˆncia - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1911132500000000;"Multas da Legislação Anticorrupção Oriundas de Acordos de Leniˆncia - Multas";A;"Vide descrição do código de receita principal."
1911132600000000;"Multas da Legislação Anticorrupção Oriundas de Acordos de Leniˆncia - Juros de Mora";A;"Vide descrição do código de receita principal."
1911132700000000;"Multas da Legislação Anticorrupção Oriundas de Acordos de Leniˆncia - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1911132800000000;"Multas da Legislação Anticorrupção Oriundas de Acordos de Leniˆncia - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1911140000000000;"Multas Previstas no Código de Trƒnsito Brasileiro - CTB";S;"Registra receitas decorrentes de multas aplicadas por infração ao Código de Trƒnsito Brasileiro - CTB"
1911140100000000;"Multas Previstas no Código de Trƒnsito Brasileiro - CTB - Principal";A;"Vide descrição do código de receita principal."
1911140200000000;"Multas Previstas no Código de Trƒnsito Brasileiro - CTB - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1911140300000000;"Multas Previstas no Código de Trƒnsito Brasileiro - CTB - Dívida Ativa";A;"Vide descrição do código de receita principal."
1911140400000000;"Multas Previstas no Código de Trƒnsito Brasileiro - CTB - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1911140500000000;"Multas Previstas no Código de Trƒnsito Brasileiro - CTB - Multas";A;"Vide descrição do código de receita principal."
1911140600000000;"Multas Previstas no Código de Trƒnsito Brasileiro - CTB - Juros de Mora";A;"Vide descrição do código de receita principal."
1911140700000000;"Multas Previstas no Código de Trƒnsito Brasileiro - CTB - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1911140800000000;"Multas Previstas no Código de Trƒnsito Brasileiro - CTB - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1920000000000000;"Indenizações, Restituições e Ressarcimentos";S;"Agrega as receitas oriundas de indenizações, restituições e ressarcimentos ao ente público."
1921000000000000;Indenizações;S;"Agrega as receitas advindas da reparação por perdas ou danos causados ao ente público."
1921010000000000;"Indenizações por Danos Causados ao Patrim“nio Público";S;"Registra o valor dos recursos recebidos como indenização por danos causados ao patrim“nio público ou indenização por Posse/Ocupação Ilícita de Bens da União."
1921010100000000;"Indenizações por Danos Causados ao Patrim“nio Público - Principal";A;"Vide descrição do código de receita principal."
1921010200000000;"Indenizações por Danos Causados ao Patrim“nio Público - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1921010300000000;"Indenizações por Danos Causados ao Patrim“nio Público - Dívida Ativa";A;"Vide descrição do código de receita principal."
1921010400000000;"Indenizações por Danos Causados ao Patrim“nio Público - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1921010500000000;"Indenizações por Danos Causados ao Patrim“nio Público - Multas";A;"Vide descrição do código de receita principal."
1921010600000000;"Indenizações por Danos Causados ao Patrim“nio Público - Juros de Mora";A;"Vide descrição do código de receita principal."
1921010700000000;"Indenizações por Danos Causados ao Patrim“nio Público - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1921010800000000;"Indenizações por Danos Causados ao Patrim“nio Público - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1921020000000000;"Indenização por Posse ou Ocupação Ilícita de Bens Públicos";S;"Registra o valor das receitas de Indenização por Posse ou Ocupação Ilícita de Bens da União."
1921020100000000;"Indenização por Posse ou Ocupação Ilícita de Bens Públicos - Principal";A;"Vide descrição do código de receita principal."
1921020200000000;"Indenização por Posse ou Ocupação Ilícita de Bens Públicos - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1921020300000000;"Indenização por Posse ou Ocupação Ilícita de Bens Públicos - Dívida Ativa";A;"Vide descrição do código de receita principal."
1921020400000000;"Indenização por Posse ou Ocupação Ilícita de Bens Públicos - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1921020500000000;"Indenização por Posse ou Ocupação Ilícita de Bens Públicos - Multas";A;"Vide descrição do código de receita principal."
1921020600000000;"Indenização por Posse ou Ocupação Ilícita de Bens Públicos - Juros de Mora";A;"Vide descrição do código de receita principal."
1921020700000000;"Indenização por Posse ou Ocupação Ilícita de Bens Públicos - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1921020800000000;"Indenização por Posse ou Ocupação Ilícita de Bens Públicos - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1921030000000000;"Indenização por Sinistro";S;"Registra receitas provenientes da ocorrˆncia de sinistro nas operações de seguros com o objetivo de garantir interesse legítimo do segurado, relativo a pessoa ou a coisa, contra riscos predeterminados. Decorrentes de contratos junto a entidades legalmente constituídas como seguradoras, nas quais o poder público figure como segurado."
1921030100000000;"Indenização por Sinistro - Principal";A;"Vide descrição do código de receita principal."
1921030200000000;"Indenização por Sinistro - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1921030300000000;"Indenização por Sinistro - Dívida Ativa";A;"Vide descrição do código de receita principal."
1921030400000000;"Indenização por Sinistro - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1921030500000000;"Indenização por Sinistro - Multas";A;"Vide descrição do código de receita principal."
1921030600000000;"Indenização por Sinistro - Juros de Mora";A;"Vide descrição do código de receita principal."
1921030700000000;"Indenização por Sinistro - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1921030800000000;"Indenização por Sinistro - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1921040000000000;"Indenização pela Assistˆncia Médico-Hospitalar";S;"Registra as receitas originadas de recursos relativos à indenização pela prestação de assistˆncia médico-hospitalar."
1921040100000000;"Indenização pela Assistˆncia Médico-Hospitalar - Principal";A;"Vide descrição do código de receita principal."
1921040200000000;"Indenização pela Assistˆncia Médico-Hospitalar - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1921040300000000;"Indenização pela Assistˆncia Médico-Hospitalar - Dívida Ativa";A;"Vide descrição do código de receita principal."
1921040400000000;"Indenização pela Assistˆncia Médico-Hospitalar - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1921040500000000;"Indenização pela Assistˆncia Médico-Hospitalar - Multas";A;"Vide descrição do código de receita principal."
1921040600000000;"Indenização pela Assistˆncia Médico-Hospitalar - Juros de Mora";A;"Vide descrição do código de receita principal."
1921040700000000;"Indenização pela Assistˆncia Médico-Hospitalar - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1921040800000000;"Indenização pela Assistˆncia Médico-Hospitalar - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1921990000000000;"Outras Indenizações";S;"Registra recursos recebidos como ressarcimento por danos causados ao patrim“nio público, não classificado nos itens anteriores."
1921990100000000;"Outras Indenizações - Principal";A;"Vide descrição do código de receita principal."
1921990200000000;"Outras Indenizações - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1921990300000000;"Outras Indenizações - Dívida Ativa";A;"Vide descrição do código de receita principal."
1921990400000000;"Outras Indenizações - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1921990500000000;"Outras Indenizações - Multas";A;"Vide descrição do código de receita principal."
1921990600000000;"Outras Indenizações - Juros de Mora";A;"Vide descrição do código de receita principal."
1921990700000000;"Outras Indenizações - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1921990800000000;"Outras Indenizações - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1922000000000000;Restituições;S;"Agrega recursos referentes a devoluções em decorrˆncia de pagamentos indevidos e reembolso ou retorno de pagamentos efetuados a título de antecipação."
1922010000000000;"Restituição de Convˆnios";S;"Agrega receitas decorrentes da restituição ao concedente ou ao Tesouro do ente, do saldo de recursos de convˆnios ou instrumentos congˆneres realizados, quando da conclusão com sobra de recursos ou em virtude de denúncia, rescisão ou extinção do convˆnio."
1922011000000000;"Restituição de Convˆnios - Primárias";S;"Registra receitas primárias decorrentes da restituição ao concedente ou ao Tesouro Nacional, do saldo de recursos de convˆnios ou instrumentos congˆneres realizados em fontes primárias ou financeiras de recursos, quando da conclusão, denúncia, rescisão ou extinção do convˆnio."
1922011100000000;"Restituição de Convˆnios - Primárias - Principal";A;"Vide descrição do código de receita principal."
1922011200000000;"Restituição de Convˆnios - Primárias - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1922011300000000;"Restituição de Convˆnios - Primárias - Dívida Ativa";A;"Vide descrição do código de receita principal."
1922011400000000;"Restituição de Convˆnios - Primárias - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1922011500000000;"Restituição de Convˆnios - Primárias - Multas";A;"Vide descrição do código de receita principal."
1922011600000000;"Restituição de Convˆnios - Primárias - Juros de Mora";A;"Vide descrição do código de receita principal."
1922011700000000;"Restituição de Convˆnios - Primárias - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1922011800000000;"Restituição de Convˆnios - Primárias - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1922012000000000;"Restituição de Convênios - Financeiras";S;"Registra receitas primárias decorrentes da restituição ao concedente ou ao Tesouro Nacional, do saldo de recursos de convˆnios ou instrumentos congˆneres realizados em fontes primárias ou financeiras de recursos, quando da conclusão, denúncia, rescisão ou extinção do convˆnio."
1922012100000000;"Restituição de Convˆnios - Financeiras - Principal";A;"Vide descrição do código de receita principal."
1922012200000000;"Restituição de Convˆnios - Financeiras - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1922012300000000;"Restituição de Convˆnios - Financeiras - Dívida Ativa";A;"Vide descrição do código de receita principal."
1922012400000000;"Restituição de Convˆnios - Financeiras - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1922012500000000;"Restituição de Convˆnios - Financeiras - Multas";A;"Vide descrição do código de receita principal."
1922012600000000;"Restituição de Convˆnios - Financeiras - Juros de Mora";A;"Vide descrição do código de receita principal."
1922012700000000;"Restituição de Convˆnios - Financeiras - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1922012800000000;"Restituição de Convˆnios - Financeiras - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1922020000000000;"Restituição de Benefícios Não Desembolsados";S;"Registra receitas decorrentes de restituições, ao órgão concedente, de benefícios que não foram desembolsados em exercícios anteriores, ou mesmo pagos com erro ou fraude."
1922020100000000;"Restituição de Benefícios Não Desembolsados - Principal";A;"Vide descrição do código de receita principal."
1922020200000000;"Restituição de Benefícios Não Desembolsados - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1922020300000000;"Restituição de Benefícios Não Desembolsados - Dívida Ativa";A;"Vide descrição do código de receita principal."
1922020400000000;"Restituição de Benefícios Não Desembolsados - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1922020500000000;"Restituição de Benefícios Não Desembolsados - Multas";A;"Vide descrição do código de receita principal."
1922020600000000;"Restituição de Benefícios Não Desembolsados - Juros de Mora";A;"Vide descrição do código de receita principal."
1922020700000000;"Restituição de Benefícios Não Desembolsados - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1922020800000000;"Restituição de Benefícios Não Desembolsados - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1922030000000000;"Restituição de Benefícios Previdenciários";S;"Registra as receitas provenientes de restituição dos benefícios previdenciários."
1922030100000000;"Restituição de Benefícios Previdenciários - Principal";A;"Vide descrição do código de receita principal."
1922030200000000;"Restituição de Benefícios Previdenciários - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1922030300000000;"Restituição de Benefícios Previdenciários - Dívida Ativa";A;"Vide descrição do código de receita principal."
1922030400000000;"Restituição de Benefícios Previdenciários - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1922030500000000;"Restituição de Benefícios Previdenciários - Multas";A;"Vide descrição do código de receita principal."
1922030600000000;"Restituição de Benefícios Previdenciários - Juros de Mora";A;"Vide descrição do código de receita principal."
1922030700000000;"Restituição de Benefícios Previdenciários - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1922030800000000;"Restituição de Benefícios Previdenciários - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1922040000000000;"Restituição de Benefícios Assistenciais";S;"Registra receitas provenientes de restituição dos benefícios oriundos de pagamentos de Encargos Previdenciários da União - EPU, bem como dos Benefícios de Prestação Continuada - BPC e de Renda Mensal Vitalícia - RMV, conforme a Lei n§ 8.472, de 2007 e o Decreto n§ 6.214, de 2007."
1922040100000000;"Restituição de Benefícios Assistenciais - Principal";A;"Vide descrição do código de receita principal."
1922040200000000;"Restituição de Benefícios Assistenciais - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1922040300000000;"Restituição de Benefícios Assistenciais - Dívida Ativa";A;"Vide descrição do código de receita principal."
1922040400000000;"Restituição de Benefícios Assistenciais - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1922040500000000;"Restituição de Benefícios Assistenciais - Multas";A;"Vide descrição do código de receita principal."
1922040600000000;"Restituição de Benefícios Assistenciais - Juros de Mora";A;"Vide descrição do código de receita principal."
1922040700000000;"Restituição de Benefícios Assistenciais - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1922040800000000;"Restituição de Benefícios Assistenciais - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1922050000000000;"Restituição de Contribuições Previdenciárias Complementares";S;"Registra receitas relativas à restituição de contribuições previdenciárias complementares, como no caso de pagamentos por parte da Administração às fundações de previdˆncia privada, relativas aos servidores que se aposentam."
1922050100000000;"Restituição de Contribuições Previdenciárias Complementares - Principal";A;"Vide descrição do código de receita principal."
1922050200000000;"Restituição de Contribuições Previdenciárias Complementares - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1922050300000000;"Restituição de Contribuições Previdenciárias Complementares - Dívida Ativa";A;"Vide descrição do código de receita principal."
1922050400000000;"Restituição de Contribuições Previdenciárias Complementares - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1922050500000000;"Restituição de Contribuições Previdenciárias Complementares - Multas";A;"Vide descrição do código de receita principal."
1922050600000000;"Restituição de Contribuições Previdenciárias Complementares - Juros de Mora";A;"Vide descrição do código de receita principal."
1922050700000000;"Restituição de Contribuições Previdenciárias Complementares - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1922050800000000;"Restituição de Contribuições Previdenciárias Complementares - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1922060000000000;"Restituição de Despesas de Exercícios Anteriores";S;"Agrega o valor de receitas decorrentes de recuperação de despesas efetuadas em exercícios anteriores e canceladas no exercício corrente, provenientes do recebimento de disponibilidades referentes a devoluções de recursos pagos a maior."
1922061000000000;"Restituição de Despesas de Exercícios Anteriores";S;"Registra o valor de receitas decorrentes de recuperação de despesas efetuadas em exercícios anteriores e canceladas no exercício corrente, provenientes do recebimento de disponibilidades referentes a devoluções de recursos pagos a maior"
1922061100000000;"Restituição de Despesas de Exercícios Anteriores - Principal";A;"Vide descrição do código de receita principal."
1922061200000000;"Restituição de Despesa de Exercícios Anteriores - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1922061300000000;"Restituição de Despesa de Exercícios Anteriores - Dívida Ativa";A;"Vide descrição do código de receita principal."
1922061400000000;"Restituição de Despesas de Exercícios Anteriores - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1922061500000000;"Restituição de Despesas de Exercícios Anteriores - Multas";A;"Vide descrição do código de receita principal."
1922061600000000;"Restituição de Despesas de Exercícios Anteriores - Juros de Mora";A;"Vide descrição do código de receita principal."
1922061700000000;"Restituição de Despesas de Exercícios Anteriores - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1922061800000000;"Restituição de Despesas de Exercícios Anteriores - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1922063000000000;"Restituição de Despesas Primárias de Exercícios Anteriores";S;"Registra o valor de receitas provenientes do cancelamento (restituição/recuperação/devolução) de despesas primárias executadas/pagas em exercícios anteriores, canceladas apenas no exercício corrente"
1922063100000000;"Restituição de Despesas Primárias de Exercícios Anteriores - Principal";A;"Vide descrição do código de receita principal."
1922063200000000;"Restituição de Despesas Primárias de Exercícios Anteriores - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1922063300000000;"Restituição de Despesas Primárias de Exercícios Anteriores - Dívida Ativa";A;"Vide descrição do código de receita principal."
1922063400000000;"Restituição de Despesas Primárias de Exercícios Anteriores - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1922063500000000;"Restituição de Despesas Primárias de Exercícios Anteriores - Multas";A;"Vide descrição do código de receita principal."
1922063600000000;"Restituição de Despesas Primárias de Exercícios Anteriores - Juros de Mora";A;"Vide descrição do código de receita principal."
1922063700000000;"Restituição de Despesas Primárias de Exercícios Anteriores - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1922063800000000;"Restituição de Despesas Primárias de Exercícios Anteriores - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1922064000000000;"Restituição de Despesas Financeiras de Exercícios Anteriores";S;"Registra o valor de receitas provenientes do cancelamento (restituição/recuperação/devolução) de despesas financeiras executadas/pagas em exercícios anteriores, canceladas apenas no exercício corrente."
1922064100000000;"Restituição de Despesas Financeiras de Exercícios Anteriores - Principal";A;"Vide descrição do código de receita principal."
1922064200000000;"Restituição de Despesas Financeiras de Exercícios Anteriores - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1922064300000000;"Restituição de Despesas Financeiras de Exercícios Anteriores - Dívida Ativa";A;"Vide descrição do código de receita principal."
1922064400000000;"Restituição de Despesas Financeiras de Exercícios Anteriores - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1922064500000000;"Restituição de Despesas Financeiras de Exercícios Anteriores - Multas";A;"Vide descrição do código de receita principal."
1922064600000000;"Restituição de Despesas Financeiras de Exercícios Anteriores - Juros de Mora";A;"Vide descrição do código de receita principal."
1922064700000000;"Restituição de Despesas Financeiras de Exercícios Anteriores - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1922064800000000;"Restituição de Despesas Financeiras de Exercícios Anteriores - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1922070000000000;"Restituição de Parcelas do Seguro Desemprego Recebidas Indevidamente";S;"Registra receita decorrente do pagamento do Seguro Desemprego pago indevidamente ao segurado (beneficiário) desse serviço seja obtido por meio de fraude ou seja obtido de forma legal, mas indevida. Verificada essa ocorrˆncia cabe à administração adotar procedimentos que visam à recuperação da importƒncia paga indevidamente podendo, inclusive, gerar ajuizamento de ação executiva correspondente."
1922070100000000;"Restituição de Parcelas do Seguro Desemprego Recebidas Indevidamente - Principal";A;"Vide descrição do código de receita principal."
1922070200000000;"Restituição de Parcelas do Seguro Desemprego Recebidas Indevidamente - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1922070300000000;"Restituição de Parcelas do Seguro Desemprego Recebidas Indevidamente - Dívida Ativa";A;"Vide descrição do código de receita principal."
1922070400000000;"Restituição de Parcelas do Seguro Desemprego Recebidas Indevidamente - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1922070500000000;"Restituição de Parcelas do Seguro Desemprego Recebidas Indevidamente - Multas";A;"Vide descrição do código de receita principal."
1922070600000000;"Restituição de Parcelas do Seguro Desemprego Recebidas Indevidamente - Juros de Mora";A;"Vide descrição do código de receita principal."
1922070700000000;"Restituição de Parcelas do Seguro Desemprego Recebidas Indevidamente - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
